,id,id_parcometro,device_code,id_tipopagamento,stallo,numeroTransazione,zonaGestore,amount,start_park,end_park,received_at,updated_at
0,1353061,117.0,118.0,2,288.0,257600328,9909,60,2024-06-09 10:09:02,2024-06-09 11:09:02,2024-06-09 08:10:16,
